pedido_id,data_pedido,hora_pedido,cliente_id,cliente_nome,cliente_cpf,cliente_email,cliente_estado,produto_id,produto_nome,categoria,produto_preco_base,quantidade,valor_total_item,cupom_codigo,cupom_desconto_pct,valor_final_item,frete_valor,metodo_pagamento,status_pedido
10179,2024-09-18,02:49:45,2,"Laura Silva Gomes",852.766.116-53,laura.silva.gomes98@empresa.com,PR,12,"Microfone Gamer",Acessórios,3366.96,3,10100.88,,0,10100.88,38.00,Cartao Credito,Concluido
10179,2024-09-18,02:49:45,2,"Laura Silva Gomes",852.766.116-53,laura.silva.gomes98@empresa.com,PR,5,"Teclado Office",Periféricos,3760.77,1,3760.77,,0,3760.77,43.00,Cartao Credito,Concluido
10179,2024-09-18,02:49:45,2,"Laura Silva Gomes",852.766.116-53,laura.silva.gomes98@empresa.com,PR,5,"Teclado Office",Periféricos,3760.77,3,11282.31,,0,11282.31,59.00,Cartao Credito,Concluido
10180,2025-02-06,05:34:35,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,15,"Headset Smart",Computadores,3118.82,2,6237.64,,0,6237.64,43.00,Cartao Debito,Concluido
10180,2025-02-06,05:34:35,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,5,"Teclado Office",Periféricos,3760.77,1,3760.77,,0,3760.77,45.00,Cartao Debito,Concluido
10180,2025-02-06,05:34:35,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,14,"Cadeira Ultra",Acessórios,2991.18,1,2991.18,,0,2991.18,44.50,Cartao Debito,Concluido
10180,2025-02-06,05:34:35,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,14,"Cadeira Ultra",Acessórios,2991.18,2,5982.36,,0,5982.36,52.00,Cartao Debito,Concluido
10180,2025-02-06,05:34:35,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,13,"Teclado Slim",Periféricos,1650.16,1,1650.16,,0,1650.16,40.00,Cartao Debito,Concluido
10181,2025-07-02,15:32:31,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,3,"Teclado Premium",Computadores,1697.33,1,1697.33,,0,1697.33,33.00,Cartao Debito,Entregue
10181,2025-07-02,15:32:31,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,13,"Teclado Slim",Periféricos,1650.16,3,4950.48,,0,4950.48,35.00,Cartao Debito,Entregue
10181,2025-07-02,15:32:31,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,7,"Mouse Ultra",Móveis,2066.39,3,6199.17,,0,6199.17,56.00,Cartao Debito,Entregue
10181,2025-07-02,15:32:31,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,1,"Tablet Ergonômico",Computadores,706.23,1,706.23,,0,706.23,27.00,Cartao Debito,Entregue
10182,2024-09-15,04:18:41,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,9,"Notebook Smart",Acessórios,3611.57,3,10834.71,,0,10834.71,47.00,Cartao Debito,Concluido
10182,2024-09-15,04:18:41,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,11,"Monitor 4K",Periféricos,4914.82,3,14744.46,,0,14744.46,30.50,Cartao Debito,Concluido
10182,2024-09-15,04:18:41,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,11,"Monitor 4K",Periféricos,4914.82,2,9829.64,,0,9829.64,29.00,Cartao Debito,Concluido
10182,2024-09-15,04:18:41,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,7,"Mouse Ultra",Móveis,2066.39,2,4132.78,,0,4132.78,46.00,Cartao Debito,Concluido
10182,2024-09-15,04:18:41,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,9,"Notebook Smart",Acessórios,3611.57,2,7223.14,,0,7223.14,40.00,Cartao Debito,Concluido
10183,2024-02-12,02:15:45,1,"Alice Ferreira Souza",081.015.657-63,alice.ferreira.souza28@outlook.com,PE,7,"Mouse Ultra",Móveis,2066.39,1,2066.39,VIP44,21,1632.45,44.00,Pix,Pendente
10183,2024-02-12,02:15:45,1,"Alice Ferreira Souza",081.015.657-63,alice.ferreira.souza28@outlook.com,PE,3,"Teclado Premium",Computadores,1697.33,3,5091.99,VIP44,21,4022.67,55.00,Pix,Pendente
10184,2025-06-30,07:24:30,11,"Maitê Gomes Souza",131.225.862-54,maitê.gomes.souza79@empresa.com,RJ,5,"Teclado Office",Periféricos,3760.77,3,11282.31,,0,11282.31,35.00,Pix,Enviado
10184,2025-06-30,07:24:30,11,"Maitê Gomes Souza",131.225.862-54,maitê.gomes.souza79@empresa.com,RJ,6,"Mouse Ultra",Eletrônicos,2973.30,1,2973.30,,0,2973.30,15.50,Pix,Enviado
10185,2024-03-19,09:01:38,11,"Maitê Gomes Souza",131.225.862-54,maitê.gomes.souza79@empresa.com,RJ,5,"Teclado Office",Periféricos,3760.77,2,7521.54,,0,7521.54,27.00,Cartao Credito,Pendente
10186,2024-06-14,02:23:25,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,14,"Cadeira Ultra",Acessórios,2991.18,1,2991.18,,0,2991.18,41.50,Cartao Debito,Enviado
10186,2024-06-14,02:23:25,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,2,"Microfone Ergonômico",Móveis,1606.41,2,3212.82,,0,3212.82,36.00,Cartao Debito,Enviado
10186,2024-06-14,02:23:25,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,14,"Cadeira Ultra",Acessórios,2991.18,3,8973.54,,0,8973.54,56.50,Cartao Debito,Enviado
10187,2025-11-11,03:10:27,11,"Maitê Gomes Souza",131.225.862-54,maitê.gomes.souza79@empresa.com,RJ,14,"Cadeira Ultra",Acessórios,2991.18,1,2991.18,,0,2991.18,18.50,Boleto,Cancelado
10187,2025-11-11,03:10:27,11,"Maitê Gomes Souza",131.225.862-54,maitê.gomes.souza79@empresa.com,RJ,13,"Teclado Slim",Periféricos,1650.16,3,4950.48,,0,4950.48,20.00,Boleto,Cancelado
10187,2025-11-11,03:10:27,11,"Maitê Gomes Souza",131.225.862-54,maitê.gomes.souza79@empresa.com,RJ,10,"Mesa Premium",Periféricos,691.01,3,2073.03,,0,2073.03,38.00,Boleto,Cancelado
10187,2025-11-11,03:10:27,11,"Maitê Gomes Souza",131.225.862-54,maitê.gomes.souza79@empresa.com,RJ,2,"Microfone Ergonômico",Móveis,1606.41,1,1606.41,,0,1606.41,12.00,Boleto,Cancelado
10188,2025-07-06,08:46:42,9,"Cecília Silva Rodrigues",939.659.135-02,cecília.silva.rodrigues3@outlook.com,PE,5,"Teclado Office",Periféricos,3760.77,3,11282.31,,0,11282.31,58.00,Cartao Debito,Entregue
10188,2025-07-06,08:46:42,9,"Cecília Silva Rodrigues",939.659.135-02,cecília.silva.rodrigues3@outlook.com,PE,5,"Teclado Office",Periféricos,3760.77,3,11282.31,,0,11282.31,58.00,Cartao Debito,Entregue
10188,2025-07-06,08:46:42,9,"Cecília Silva Rodrigues",939.659.135-02,cecília.silva.rodrigues3@outlook.com,PE,9,"Notebook Smart",Acessórios,3611.57,1,3611.57,,0,3611.57,41.00,Cartao Debito,Entregue
10188,2025-07-06,08:46:42,9,"Cecília Silva Rodrigues",939.659.135-02,cecília.silva.rodrigues3@outlook.com,PE,1,"Tablet Ergonômico",Computadores,706.23,1,706.23,,0,706.23,35.00,Cartao Debito,Entregue
10189,2025-03-29,20:52:43,7,"Gabriel Alves Silva",813.421.056-21,gabriel.alves.silva58@outlook.com,RJ,7,"Mouse Ultra",Móveis,2066.39,2,4132.78,,0,4132.78,31.00,Boleto,Entregue
10189,2025-03-29,20:52:43,7,"Gabriel Alves Silva",813.421.056-21,gabriel.alves.silva58@outlook.com,RJ,6,"Mouse Ultra",Eletrônicos,2973.30,2,5946.60,,0,5946.60,20.00,Boleto,Entregue
10189,2025-03-29,20:52:43,7,"Gabriel Alves Silva",813.421.056-21,gabriel.alves.silva58@outlook.com,RJ,6,"Mouse Ultra",Eletrônicos,2973.30,2,5946.60,,0,5946.60,20.00,Boleto,Entregue
10189,2025-03-29,20:52:43,7,"Gabriel Alves Silva",813.421.056-21,gabriel.alves.silva58@outlook.com,RJ,8,"Headset Slim",Periféricos,3193.60,1,3193.60,,0,3193.60,19.50,Boleto,Entregue
10189,2025-03-29,20:52:43,7,"Gabriel Alves Silva",813.421.056-21,gabriel.alves.silva58@outlook.com,RJ,5,"Teclado Office",Periféricos,3760.77,3,11282.31,,0,11282.31,35.00,Boleto,Entregue
10190,2025-05-26,19:16:14,8,"Sophia Pereira Ferreira",183.740.537-79,sophia.pereira.ferreira44@gmail.com,CE,15,"Headset Smart",Computadores,3118.82,3,9356.46,,0,9356.46,43.00,Cartao Credito,Entregue
10190,2025-05-26,19:16:14,8,"Sophia Pereira Ferreira",183.740.537-79,sophia.pereira.ferreira44@gmail.com,CE,9,"Notebook Smart",Acessórios,3611.57,1,3611.57,,0,3611.57,41.00,Cartao Credito,Entregue
10190,2025-05-26,19:16:14,8,"Sophia Pereira Ferreira",183.740.537-79,sophia.pereira.ferreira44@gmail.com,CE,5,"Teclado Office",Periféricos,3760.77,2,7521.54,,0,7521.54,50.00,Cartao Credito,Entregue
10190,2025-05-26,19:16:14,8,"Sophia Pereira Ferreira",183.740.537-79,sophia.pereira.ferreira44@gmail.com,CE,12,"Microfone Gamer",Acessórios,3366.96,3,10100.88,,0,10100.88,37.00,Cartao Credito,Entregue
10191,2024-07-16,23:07:33,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,11,"Monitor 4K",Periféricos,4914.82,1,4914.82,,0,4914.82,35.50,Cartao Debito,Pendente
10192,2025-03-04,22:34:29,11,"Maitê Gomes Souza",131.225.862-54,maitê.gomes.souza79@empresa.com,RJ,14,"Cadeira Ultra",Acessórios,2991.18,1,2991.18,OFF25,11,2662.15,18.50,Pix,Pendente
10193,2025-05-11,03:48:58,3,"Gabriel Oliveira Ferreira",976.721.468-46,gabriel.oliveira.ferreira86@hotmail.com,BA,13,"Teclado Slim",Periféricos,1650.16,2,3300.32,,0,3300.32,42.00,Pix,Pendente
10193,2025-05-11,03:48:58,3,"Gabriel Oliveira Ferreira",976.721.468-46,gabriel.oliveira.ferreira86@hotmail.com,BA,10,"Mesa Premium",Periféricos,691.01,2,1382.02,,0,1382.02,54.00,Pix,Pendente
10193,2025-05-11,03:48:58,3,"Gabriel Oliveira Ferreira",976.721.468-46,gabriel.oliveira.ferreira86@hotmail.com,BA,9,"Notebook Smart",Acessórios,3611.57,1,3611.57,,0,3611.57,43.00,Pix,Pendente
10194,2024-10-08,17:20:53,9,"Cecília Silva Rodrigues",939.659.135-02,cecília.silva.rodrigues3@outlook.com,PE,10,"Mesa Premium",Periféricos,691.01,2,1382.02,,0,1382.02,52.00,Cartao Debito,Concluido
10194,2024-10-08,17:20:53,9,"Cecília Silva Rodrigues",939.659.135-02,cecília.silva.rodrigues3@outlook.com,PE,1,"Tablet Ergonômico",Computadores,706.23,1,706.23,,0,706.23,35.00,Cartao Debito,Concluido
10194,2024-10-08,17:20:53,9,"Cecília Silva Rodrigues",939.659.135-02,cecília.silva.rodrigues3@outlook.com,PE,13,"Teclado Slim",Periféricos,1650.16,3,4950.48,,0,4950.48,43.00,Cartao Debito,Concluido
10194,2024-10-08,17:20:53,9,"Cecília Silva Rodrigues",939.659.135-02,cecília.silva.rodrigues3@outlook.com,PE,9,"Notebook Smart",Acessórios,3611.57,1,3611.57,,0,3611.57,41.00,Cartao Debito,Concluido
10195,2025-03-11,17:18:51,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,8,"Headset Slim",Periféricos,3193.60,2,6387.20,,0,6387.20,54.00,Boleto,Enviado
10196,2024-08-27,18:10:05,13,"Helena Oliveira Ferreira",300.592.283-20,helena.oliveira.ferreira55@empresa.com,SP,5,"Teclado Office",Periféricos,3760.77,3,11282.31,VIP21,9,10266.90,64.00,Pix,Pendente
10197,2024-03-01,16:20:48,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,11,"Monitor 4K",Periféricos,4914.82,2,9829.64,,0,9829.64,37.00,Boleto,Entregue
10197,2024-03-01,16:20:48,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,5,"Teclado Office",Periféricos,3760.77,3,11282.31,,0,11282.31,58.00,Boleto,Entregue
10197,2024-03-01,16:20:48,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,8,"Headset Slim",Periféricos,3193.60,2,6387.20,,0,6387.20,51.00,Boleto,Entregue
10197,2024-03-01,16:20:48,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,3,"Teclado Premium",Computadores,1697.33,2,3394.66,,0,3394.66,48.00,Boleto,Entregue
10198,2026-01-10,20:05:55,2,"Laura Silva Gomes",852.766.116-53,laura.silva.gomes98@empresa.com,PR,13,"Teclado Slim",Periféricos,1650.16,2,3300.32,,0,3300.32,41.00,Pix,Pendente
10199,2024-08-29,10:36:37,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,1,"Tablet Ergonômico",Computadores,706.23,1,706.23,,0,706.23,38.00,Cartao Credito,Entregue
10199,2024-08-29,10:36:37,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,8,"Headset Slim",Periféricos,3193.60,1,3193.60,,0,3193.60,45.50,Cartao Credito,Entregue
10199,2024-08-29,10:36:37,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,6,"Mouse Ultra",Eletrônicos,2973.30,3,8919.90,,0,8919.90,50.50,Cartao Credito,Entregue
10199,2024-08-29,10:36:37,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,3,"Teclado Premium",Computadores,1697.33,2,3394.66,,0,3394.66,51.00,Cartao Credito,Entregue
10199,2024-08-29,10:36:37,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,7,"Mouse Ultra",Móveis,2066.39,3,6199.17,,0,6199.17,67.00,Cartao Credito,Entregue
10200,2025-02-06,18:38:59,3,"Gabriel Oliveira Ferreira",976.721.468-46,gabriel.oliveira.ferreira86@hotmail.com,BA,6,"Mouse Ultra",Eletrônicos,2973.30,3,8919.90,,0,8919.90,49.50,Cartao Credito,Cancelado
10201,2024-01-22,06:37:26,14,"Gabriel Silva Pereira",626.844.033-94,gabriel.silva.pereira18@gmail.com,PE,11,"Monitor 4K",Periféricos,4914.82,3,14744.46,,0,14744.46,38.50,Boleto,Entregue
10201,2024-01-22,06:37:26,14,"Gabriel Silva Pereira",626.844.033-94,gabriel.silva.pereira18@gmail.com,PE,4,"Mouse Smart",Periféricos,3158.39,1,3158.39,,0,3158.39,36.50,Boleto,Entregue
10201,2024-01-22,06:37:26,14,"Gabriel Silva Pereira",626.844.033-94,gabriel.silva.pereira18@gmail.com,PE,3,"Teclado Premium",Computadores,1697.33,1,1697.33,,0,1697.33,41.00,Boleto,Entregue
10201,2024-01-22,06:37:26,14,"Gabriel Silva Pereira",626.844.033-94,gabriel.silva.pereira18@gmail.com,PE,12,"Microfone Gamer",Acessórios,3366.96,1,3366.96,,0,3366.96,35.00,Boleto,Entregue
10201,2024-01-22,06:37:26,14,"Gabriel Silva Pereira",626.844.033-94,gabriel.silva.pereira18@gmail.com,PE,16,"Microfone Pro",Computadores,2098.26,3,6294.78,,0,6294.78,58.00,Boleto,Entregue
10202,2025-03-30,16:52:01,1,"Alice Ferreira Souza",081.015.657-63,alice.ferreira.souza28@outlook.com,PE,2,"Microfone Ergonômico",Móveis,1606.41,3,4819.23,,0,4819.23,37.00,Boleto,Enviado
10202,2025-03-30,16:52:01,1,"Alice Ferreira Souza",081.015.657-63,alice.ferreira.souza28@outlook.com,PE,3,"Teclado Premium",Computadores,1697.33,2,3394.66,,0,3394.66,48.00,Boleto,Enviado
10202,2025-03-30,16:52:01,1,"Alice Ferreira Souza",081.015.657-63,alice.ferreira.souza28@outlook.com,PE,9,"Notebook Smart",Acessórios,3611.57,1,3611.57,,0,3611.57,41.00,Boleto,Enviado
10203,2024-09-14,02:10:57,1,"Alice Ferreira Souza",081.015.657-63,alice.ferreira.souza28@outlook.com,PE,4,"Mouse Smart",Periféricos,3158.39,2,6316.78,DESC46,5,6000.94,39.00,Pix,Enviado
10203,2024-09-14,02:10:57,1,"Alice Ferreira Souza",081.015.657-63,alice.ferreira.souza28@outlook.com,PE,14,"Cadeira Ultra",Acessórios,2991.18,3,8973.54,DESC46,5,8524.86,56.50,Pix,Enviado
10203,2024-09-14,02:10:57,1,"Alice Ferreira Souza",081.015.657-63,alice.ferreira.souza28@outlook.com,PE,5,"Teclado Office",Periféricos,3760.77,2,7521.54,DESC46,5,7145.46,50.00,Pix,Enviado
10203,2024-09-14,02:10:57,1,"Alice Ferreira Souza",081.015.657-63,alice.ferreira.souza28@outlook.com,PE,13,"Teclado Slim",Periféricos,1650.16,2,3300.32,DESC46,5,3135.30,40.00,Pix,Enviado
10203,2024-09-14,02:10:57,1,"Alice Ferreira Souza",081.015.657-63,alice.ferreira.souza28@outlook.com,PE,10,"Mesa Premium",Periféricos,691.01,1,691.01,DESC46,5,656.46,43.00,Pix,Enviado
10204,2024-11-18,00:24:34,14,"Gabriel Silva Pereira",626.844.033-94,gabriel.silva.pereira18@gmail.com,PE,16,"Microfone Pro",Computadores,2098.26,3,6294.78,,0,6294.78,58.00,Pix,Concluido
10204,2024-11-18,00:24:34,14,"Gabriel Silva Pereira",626.844.033-94,gabriel.silva.pereira18@gmail.com,PE,14,"Cadeira Ultra",Acessórios,2991.18,3,8973.54,,0,8973.54,56.50,Pix,Concluido
10204,2024-11-18,00:24:34,14,"Gabriel Silva Pereira",626.844.033-94,gabriel.silva.pereira18@gmail.com,PE,8,"Headset Slim",Periféricos,3193.60,3,9580.80,,0,9580.80,59.50,Pix,Concluido
10204,2024-11-18,00:24:34,14,"Gabriel Silva Pereira",626.844.033-94,gabriel.silva.pereira18@gmail.com,PE,13,"Teclado Slim",Periféricos,1650.16,3,4950.48,,0,4950.48,43.00,Pix,Concluido
10204,2024-11-18,00:24:34,14,"Gabriel Silva Pereira",626.844.033-94,gabriel.silva.pereira18@gmail.com,PE,12,"Microfone Gamer",Acessórios,3366.96,3,10100.88,,0,10100.88,37.00,Pix,Concluido
10205,2024-07-15,03:35:15,5,"Isabella Rodrigues Souza",362.760.716-50,isabella.rodrigues.souza71@hotmail.com,RS,14,"Cadeira Ultra",Acessórios,2991.18,3,8973.54,,0,8973.54,48.50,Boleto,Cancelado
10205,2024-07-15,03:35:15,5,"Isabella Rodrigues Souza",362.760.716-50,isabella.rodrigues.souza71@hotmail.com,RS,13,"Teclado Slim",Periféricos,1650.16,1,1650.16,,0,1650.16,29.00,Boleto,Cancelado
10206,2024-06-29,21:36:15,2,"Laura Silva Gomes",852.766.116-53,laura.silva.gomes98@empresa.com,PR,13,"Teclado Slim",Periféricos,1650.16,1,1650.16,,0,1650.16,38.00,Cartao Debito,Concluido
10206,2024-06-29,21:36:15,2,"Laura Silva Gomes",852.766.116-53,laura.silva.gomes98@empresa.com,PR,10,"Mesa Premium",Periféricos,691.01,3,2073.03,,0,2073.03,62.00,Cartao Debito,Concluido
10206,2024-06-29,21:36:15,2,"Laura Silva Gomes",852.766.116-53,laura.silva.gomes98@empresa.com,PR,14,"Cadeira Ultra",Acessórios,2991.18,3,8973.54,,0,8973.54,57.50,Cartao Debito,Concluido
10206,2024-06-29,21:36:15,2,"Laura Silva Gomes",852.766.116-53,laura.silva.gomes98@empresa.com,PR,15,"Headset Smart",Computadores,3118.82,3,9356.46,,0,9356.46,44.00,Cartao Debito,Concluido
10207,2024-06-20,13:55:01,9,"Cecília Silva Rodrigues",939.659.135-02,cecília.silva.rodrigues3@outlook.com,PE,12,"Microfone Gamer",Acessórios,3366.96,1,3366.96,,0,3366.96,35.00,Cartao Credito,Concluido
10207,2024-06-20,13:55:01,9,"Cecília Silva Rodrigues",939.659.135-02,cecília.silva.rodrigues3@outlook.com,PE,10,"Mesa Premium",Periféricos,691.01,1,691.01,,0,691.01,43.00,Cartao Credito,Concluido
10207,2024-06-20,13:55:01,9,"Cecília Silva Rodrigues",939.659.135-02,cecília.silva.rodrigues3@outlook.com,PE,2,"Microfone Ergonômico",Móveis,1606.41,1,1606.41,,0,1606.41,35.00,Cartao Credito,Concluido
10208,2024-04-27,08:18:19,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,2,"Microfone Ergonômico",Móveis,1606.41,3,4819.23,,0,4819.23,40.00,Cartao Debito,Cancelado
10208,2024-04-27,08:18:19,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,6,"Mouse Ultra",Eletrônicos,2973.30,2,5946.60,,0,5946.60,46.00,Cartao Debito,Cancelado
10208,2024-04-27,08:18:19,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,9,"Notebook Smart",Acessórios,3611.57,2,7223.14,,0,7223.14,51.00,Cartao Debito,Cancelado
10209,2024-08-18,00:57:25,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,15,"Headset Smart",Computadores,3118.82,3,9356.46,,0,9356.46,35.00,Cartao Credito,Concluido
10209,2024-08-18,00:57:25,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,4,"Mouse Smart",Periféricos,3158.39,3,9475.17,,0,9475.17,33.50,Cartao Credito,Concluido
10209,2024-08-18,00:57:25,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,10,"Mesa Premium",Periféricos,691.01,3,2073.03,,0,2073.03,53.00,Cartao Credito,Concluido
10209,2024-08-18,00:57:25,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,7,"Mouse Ultra",Móveis,2066.39,3,6199.17,,0,6199.17,56.00,Cartao Credito,Concluido
10210,2025-10-30,06:43:44,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,9,"Notebook Smart",Acessórios,3611.57,1,3611.57,,0,3611.57,41.00,Boleto,Cancelado
10210,2025-10-30,06:43:44,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,6,"Mouse Ultra",Eletrônicos,2973.30,1,2973.30,,0,2973.30,38.50,Boleto,Cancelado
10210,2025-10-30,06:43:44,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,16,"Microfone Pro",Computadores,2098.26,2,4196.52,,0,4196.52,50.00,Boleto,Cancelado
10210,2025-10-30,06:43:44,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,15,"Headset Smart",Computadores,3118.82,1,3118.82,,0,3118.82,37.00,Boleto,Cancelado
10210,2025-10-30,06:43:44,12,"Heitor Santos Gomes",638.492.635-97,heitor.santos.gomes88@hotmail.com,CE,16,"Microfone Pro",Computadores,2098.26,3,6294.78,,0,6294.78,58.00,Boleto,Cancelado
10211,2024-08-26,22:13:40,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,8,"Headset Slim",Periféricos,3193.60,1,3193.60,,0,3193.60,34.50,Boleto,Entregue
10211,2024-08-26,22:13:40,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,13,"Teclado Slim",Periféricos,1650.16,1,1650.16,,0,1650.16,29.00,Boleto,Entregue
10211,2024-08-26,22:13:40,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,15,"Headset Smart",Computadores,3118.82,2,6237.64,,0,6237.64,32.00,Boleto,Entregue
10212,2024-01-22,01:38:12,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,2,"Microfone Ergonômico",Móveis,1606.41,2,3212.82,BLACK29,22,2506.00,28.00,Boleto,Concluido
10212,2024-01-22,01:38:12,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,10,"Mesa Premium",Periféricos,691.01,1,691.01,BLACK29,22,538.99,35.00,Boleto,Concluido
10212,2024-01-22,01:38:12,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,9,"Notebook Smart",Acessórios,3611.57,3,10834.71,BLACK29,22,8451.07,47.00,Boleto,Concluido
10212,2024-01-22,01:38:12,10,"Gabriel Alves Silva",730.758.762-47,gabriel.alves.silva49@uol.com.br,MG,4,"Mouse Smart",Periféricos,3158.39,1,3158.39,BLACK29,22,2463.54,28.50,Boleto,Concluido
10213,2025-05-31,06:01:06,11,"Maitê Gomes Souza",131.225.862-54,maitê.gomes.souza79@empresa.com,RJ,10,"Mesa Premium",Periféricos,691.01,1,691.01,,0,691.01,20.00,Cartao Credito,Entregue
10214,2025-08-16,04:00:12,8,"Sophia Pereira Ferreira",183.740.537-79,sophia.pereira.ferreira44@gmail.com,CE,13,"Teclado Slim",Periféricos,1650.16,1,1650.16,DESC46,5,1567.65,37.00,Boleto,Concluido
10214,2025-08-16,04:00:12,8,"Sophia Pereira Ferreira",183.740.537-79,sophia.pereira.ferreira44@gmail.com,CE,10,"Mesa Premium",Periféricos,691.01,3,2073.03,DESC46,5,1969.38,61.00,Boleto,Concluido
10214,2025-08-16,04:00:12,8,"Sophia Pereira Ferreira",183.740.537-79,sophia.pereira.ferreira44@gmail.com,CE,15,"Headset Smart",Computadores,3118.82,3,9356.46,DESC46,5,8888.64,43.00,Boleto,Concluido
10215,2024-03-29,03:09:58,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,17,"Tablet Ultra",Acessórios,670.77,1,670.77,,0,670.77,45.50,Pix,Entregue
10215,2024-03-29,03:09:58,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,16,"Microfone Pro",Computadores,2098.26,3,6294.78,,0,6294.78,61.00,Pix,Entregue
10215,2024-03-29,03:09:58,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,16,"Microfone Pro",Computadores,2098.26,1,2098.26,,0,2098.26,45.00,Pix,Entregue
10215,2024-03-29,03:09:58,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,5,"Teclado Office",Periféricos,3760.77,2,7521.54,,0,7521.54,53.00,Pix,Entregue
10215,2024-03-29,03:09:58,6,"Joao Alves Oliveira",682.500.302-80,joao.alves.oliveira58@empresa.com,DF,7,"Mouse Ultra",Móveis,2066.39,3,6199.17,,0,6199.17,67.00,Pix,Entregue
10216,2024-11-21,08:32:36,5,"Isabella Rodrigues Souza",362.760.716-50,isabella.rodrigues.souza71@hotmail.com,RS,2,"Microfone Ergonômico",Móveis,1606.41,1,1606.41,,0,1606.41,27.00,Pix,Concluido
10216,2024-11-21,08:32:36,5,"Isabella Rodrigues Souza",362.760.716-50,isabella.rodrigues.souza71@hotmail.com,RS,9,"Notebook Smart",Acessórios,3611.57,1,3611.57,,0,3611.57,33.00,Pix,Concluido
